01;CHAVANNES-SUR-SURAN;chavannes sur suran;Chavannes-sur-Suran;1250;644
01;PRIAY;priay;Priay;1160;1488
01;PEYRIEU;peyrieu;Peyrieu;1300;821
01;LALLEYRIAT;lalleyriat;Lalleyriat;1130;239
01;SERGY;sergy;Sergy;1630;1977
01;SAINT-MARTIN-DU-FRENE;saint martin du frene;Saint-Martin-du-Frêne;1430;1077
01;SAINT-MAURICE-DE-BEYNOST;saint maurice de beynost;Saint-Maurice-de-Beynost;1700;3865
01;SERVAS;servas;Servas;1240;1184
01;CUZIEU;cuzieu;Cuzieu;1300;407
01;JAYAT;jayat;Jayat;1340;1049
01;LAVOURS;lavours;Lavours;1350;148
01;CHEVROUX;chevroux;Chevroux;1190;933
01;POLLIEU;pollieu;Pollieu;1350;157
01;BELIGNEUX;beligneux;Béligneux;1360;2905
01;BRENAZ;brenaz;Brénaz;1260;92
01;BENONCES;benonces;Bénonces;1470;275
01;SAINT-JEAN-LE-VIEUX;saint jean le vieux;Saint-Jean-le-Vieux;1640;1609
01;BEAUREGARD;beauregard;Beauregard;1480;870
01;OYONNAX;oyonnax;Oyonnax;1100;22650
01;MIONNAY;mionnay;Mionnay;1390;2077
01;GERMAGNAT;germagnat;Germagnat;1250;145
01;COLIGNY;coligny;Coligny;1270;1154
01;SIMANDRE-SUR-SURAN;simandre sur suran;Simandre-sur-Suran;1250;650
01;L'ABERGEMENT-CLEMENCIAT;l abergement clemenciat;L'Abergement-Clémenciat;1400;784
01;LESCHEROUX;lescheroux;Lescheroux;1560;683
01;ORNEX;ornex;Ornex;1210;3531
01;DOMMARTIN;dommartin;Dommartin;1380;841
01;LOMPNAS;lompnas;Lompnas;1680;149
01;BETTANT;bettant;Bettant;1500;724
01;ARMIX;armix;Armix;1510;20
01;FEILLENS;feillens;Feillens;1570;3115
01;CHAVORNAY;chavornay;Chavornay;1510;199
01;CHALLEX;challex;Challex;1630;1225
01;VONGNES;vongnes;Vongnes;1350;74
01;MAGNIEU;magnieu;Magnieu;1300;419
01;GROISSIAT;groissiat;Groissiat;1810;1143
01;DOMPIERRE-SUR-CHALARONNE;dompierre sur chalaronne;Dompierre-sur-Chalaronne;1400;389
01;MONTLUEL;montluel;Montluel;1120;6999
01;LE POIZAT;le poizat;Le Poizat;1130;422
01;HOSTIAZ;hostiaz;Hostiaz;1110;82
01;MONTANGES;montanges;Montanges;1200;330
01;SAINTE-JULIE;sainte julie;Sainte-Julie;1150;889
01;BEY;bey;Bey;1290;245
01;SONTHONNAX-LA-MONTAGNE;sonthonnax la montagne;Sonthonnax-la-Montagne;1580;320
01;MEZERIAT;mezeriat;Mézériat;1660;2072
